,ID,Conversation.ID,Text,Movie.Title,Movie.ID,Release.Year,Genre,Formal/Informal
69838,69838,L617850,"Always nice to meet one of her Majesty's fellow subjects...  Especially one with such distinguished friends., You might say I've always been one of Mr. Valentin's biggest followers., ",tomorrow never dies,m577,1997,"['action', 'adventure', 'thriller']",formal
69946,69946,L617633,"Soviet SB-9 nuclear torpedo. Yield, one kiloton., Will the cruise set it off?, Yes., ",tomorrow never dies,m577,1997,"['action', 'adventure', 'thriller']",formal
70375,70375,L623594,"No, thank you. I'll proceed directly to the intravenous injection of hard drugs, please., As you wish., ",trainspotting,m582,1996,"['crime', 'drama']",formal
70403,70403,L624090,"The Klingon, the Romulan, the Federation consuls. Now I know Enterprise is not exactly up to specs..., With all due respect, the Enterprise is a disaster. There must be other ships in the quadrant., Other ships, yes. But no experienced commanders. Captain, I need Jim Kirk., Oh, please., Your orders are to proceed to Nimbus III, assess the situation and avoid a confrontation if possible. Above all, however, get those hostages back safely., Have the Klingons responded?, No, but you can bet they will., Understood. Kirk out., ",star trek v: the final frontier,m583,1989,"['action', 'adventure', 'sci-fi', 'thriller']",formal
70423,70423,L624429,"Spock... don't., It's all right, Captain.  Proceed., ",star trek v: the final frontier,m583,1989,"['action', 'adventure', 'sci-fi', 'thriller']",formal
71281,71281,L634413,"Proceed., Ask if he can check how many sick days I've taken since I've worked here?, ",unbreakable,m590,2000,"['drama', 'fantasy', 'mystery', 'thriller']",formal
71316,71316,L634552,"What do you want?, Not money.  But I appreciate your healthy cynicism in the manner. It will be wise for both of us to proceed with greatest caution., We're not proceeding anywhere together., We've already begun., ",unbreakable,m590,2000,"['drama', 'fantasy', 'mystery', 'thriller']",formal
71318,71318,L634527,"What's this about? This is obviously some scam. Is this where you tell me one of those pictures is like an investment?, You've misunderstood., I see guys like you all the time in my work. You find someone you think is emotionally vulnerable and you tell them a fantastic story, utterly convincing... and somewhere in there, you slip it in... 'I just need your credit card number','I just need a small down payment.', ",unbreakable,m590,2000,"['drama', 'fantasy', 'mystery', 'thriller']",formal
72800,72800,L650069,"I've waited for you - the one whose science could match her powers...  Do you know what it's like - to sense the majesty of something so sublime just beyond your reach...?  to float in a dream that keeps a .promise half-hidden in its shadows.-.?  I did not choose to be such as this!  Suzanne brought me here.  She called to me!, But have I...?  Ever...?!, ",the witching hour,m603,1996,"['documentary', 'short']",formal
72803,72803,L649976,"There is no one here but the dead., Go away!  I don't want you here., If that were true, I would not be here., It's very dangerous to assume you know what a woman wants., From the night on the moor, when I was swept into the world and first knew this exquisite pain - it is a Mayfair who has wanted me!  suzann. and Deborah.  Stella - Marguerite - Antha  - Diedre -  All of them.  And you will have a child..., ",the witching hour,m603,1996,"['documentary', 'short']",formal
19244,19244,L421873,"Yes Noreen you better had. Thank you., The Rangers and DEA are heading out to the desert this morning. You gonna join 'em?, I don't know. Any new bodies accumulated out there?, No sir., Well then I guess I can skip it. Heavens to Betsy, Wendell, you already put me off my breakfast., ",no country for old men,m151,2007,"['crime', 'drama', 'mystery', 'thriller', 'western']",formal
67564,67564,L585466,"...quarrel?, If you want to sell your service, I'm not willing to be the price... I loved him. You loved him. What good have we done him. Look at yourself, they have names for faces like that., ",the third man,m558,1949,"['film-noir', 'mystery', 'thriller']",formal
890,890,L6358,"The um... you'll find my invoice in the envelope. If that's all..., Yes, Mister Welles, thank you., Certainly, Senator.  If I can ever be of further assistance., ",8mm,m6,1999,"['crime', 'mystery', 'thriller']",formal
1057,1057,L55494,"...above Murmansk, and Finland., Suppose our theorizing is correct? Then this <u>could</u> be the next danger point!, What if the Tiger Shark were to anticipate a bit?  Perhaps be lying there waiting - ?, ",the atomic submarine,m9,1959,"['sci-fi', 'thriller']",formal
1256,1256,L16908,"Leave my daughter alone., Or you will do what, Mrs. Marshall?  But I admire your courage. Your husband, on the other hand..., What do you know of my husband?, I know he left you behind., My husband is a very courageous man., Your husband is a coward. He sends soldiers half-way around the world to steal a man from his home in the middle of the night., ",air force one,m11,1997,"['action', 'drama', 'thriller']",formal
1676,1676,L30099,"If His Grace is not satisfied with me, he can dismiss me., I wish you to return immediately to Salzburg. Your father is waiting for you there patiently. I will speak to you further when I come., No, Your Grace! I mean with all humility, no. I would rather you dismissed me. It's obvious I don't satisfy., Then try harder, Mozart. I have no intention of dismissing you. You will remain in my service and learn your place. Go now., ",amadeus,m16,1984,"['biography', 'drama', 'music']",formal
1712,1712,L30420,"Frau Mozart?, That's right, Your Excellency. I've come on behalf of my hus band. I'm - I'm bringing some samples of his work so he can be considered for the royal appointment., How charming.  But why did he not come himself?, He's terribly busy, sir., I understand., ",amadeus,m16,1984,"['biography', 'drama', 'music']",formal
2341,2341,L36779,"Patrick, thanks so much for looking after Courtney. Dorsia, how impressive! How on earth did you get a reservation there?, Lucky, I guess., That's a wonderful jacket. Let me guess, Valentino Couture?, Uh huh., It looks so soft., Your compliment was sufficient Luis., ",american psycho,m20,2000,"['drama', 'thriller']",formal
2656,2656,L56044,"We could not anticipate feline complications due to the reanimation process&emdash;, Silence!, ",austin powers: international man of mystery,m22,1997,"['action', 'adventure', 'comedy', 'crime']",formal
2690,2690,L57755,"We're not yet open for business, I'm afraid., Shame. I was recommended. By a friend., Really?, Sir August Merryweather? I was looking for something relaxing. Say, a Tuscan hillside in June?, Normally, we'd be eager to oblige --, Seriously?, Of course. Natural weather delivered to your door on demand. Down your phoneline. For limited periods., You don't say. How real does it feel?, As real as you wish. Hot or cold. Humid or dry. Anything you like. Within reason., There are limits?, The technology is brand new. Soon it will be more powerful. We anticipate a huge demand. Leave us your number. We'll be in touch., No need. I'll call again., ",the avengers,m23,1998,"['action', 'adventure', 'thriller']",formal
3265,3265,L63277,"I know all of you have seen the overnight ratings.  Through the roof.  But in this game you gotta be one, two, three steps ahead.  I introduce you to Myrna Goldfarb. She's the best media consultant in the biz., First, I would like to say I love the show.  It's very courageous. My parents marched in Selma, Alabama with Dr. King., ",bamboozled,m27,2000,"['comedy', 'drama', 'music']",formal
3272,3272,L63386,"Sleep 'N Eat, what's the matter with you?  Using all dose ten dollar words?, Mantan, it is possible that my hyphenated sentences are entirely too complex for all the intellect contained in that diminutive coconut?, Hold on, you allegorical hypothesis. Don't cross words with me., Ain't Jemima on the pancake box?, Dat's yo Uncle Ben.  That reminds me, I've seen a lot of troubles lately., How be dat?, I don't know who I am., Well, I'll be an Alabama porch monkey's uncle., Years ago I married a widow who had a grown-up daughter.  My daddy visited us often, fell in love with my stepdaughter and married her. Thusly he became my son-in-law and my stepdaughter became my mother because she was my father's wife. Soon after dis my wife gave birth to a son, which of course was my father's brother in-law and my uncle, for he was the brother of my step-mother.  My father's wife also became the mother of a son.  He was of course my brother and also my grandchild for he was the son of my daughter.  Accordingly, my wife was my grandmother because she was my mother's mother., ",bamboozled,m27,2000,"['comedy', 'drama', 'music']",formal
